year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_name_index,predicted_label,Latitude,Longitude
1995,WV,West Virginia,1828000,3842,89,388,0,781,2584,41093,10329,27724,3040,47.0,5006,38.9201705,-80.1816905
1995,WY,Wyoming,480000,1220,10,165,0,86,959,19517,2938,15774,805,49.0,365,43.000325,-107.5545669
1995,WY,Wyoming,480000,1220,10,165,0,86,959,19517,2938,15774,805,49.0,365,43.000325,-107.5545669
1996,AK,Alaska,607000,4417,45,398,0,710,3264,28667,5118,20557,2992,1.0,4417,61.3025006,-158.7750198
1996,AL,Alabama,4273000,24159,444,1397,0,7124,15194,181803,42821,123350,15632,0.0,33455,32.6010112,-86.6807365
1996,AL,Alabama,4273000,24159,444,1397,0,7124,15194,181803,42821,123350,15632,0.0,33455,32.6010112,-86.6807365
1996,AR,Arkansas,2510000,13161,219,1046,0,2864,9032,104790,23925,73010,7855,3.0,12442,34.7519275,-92.1313784
1996,AR,Arkansas,2510000,13161,219,1046,0,2864,9032,104790,23925,73010,7855,3.0,12442,34.7519275,-92.1313784
1996,AZ,Arizona,4428000,27963,377,1381,0,7429,18776,284964,55630,188300,41034,2.0,26984,34.1682185,-111.930907
1996,AZ,Arizona,4428000,27963,377,1381,0,7429,18776,284964,55630,188300,41034,2.0,26984,34.1682185,-111.930907
1996,CA,California,31878000,274996,2916,10244,0,94222,167614,1385135,312212,830457,242466,4.0,305154,37.2718745,-119.2704153
1996,CA,California,31878000,274996,2916,10244,0,94222,167614,1385135,312212,830457,242466,4.0,305154,37.2718745,-119.2704153
1996,CO,Colorado,3823000,15463,180,1765,0,3755,9763,180218,34436,130576,15206,5.0,14795,38.9979339,-105.550567
1996,CO,Colorado,3823000,15463,180,1765,0,3755,9763,180218,34436,130576,15206,5.0,14795,38.9979339,-105.550567
1996,CT,Connecticut,3274000,13490,158,755,0,5552,7025,124924,27574,81328,16022,6.0,16330,41.5187835,-72.757507
1996,CT,Connecticut,3274000,13490,158,755,0,5552,7025,124924,27574,81328,16022,6.0,16330,41.5187835,-72.757507
1996,DC,District of Columbia,543000,13411,397,260,0,6444,6310,51188,9828,31385,9975,8.0,3253,38.8993487,-77.0145666
1996,DC,District of Columbia,543000,13411,397,260,0,6444,6310,51188,9828,31385,9975,8.0,3253,38.8993487,-77.0145666
1996,DE,Delaware,725000,4845,31,454,0,1304,3056,30643,5830,21665,3148,7.0,4845,39.145251,-75.4189206
1996,FL,Florida,14400000,151350,1077,7508,0,41643,101122,928273,219056,605448,103769,9.0,126018,27.9757279,-83.8330166
1996,FL,Florida,14400000,151350,1077,7508,0,41643,101122,928273,219056,605448,103769,9.0,126018,27.9757279,-83.8330166
1996,GA,Georgia,7353000,46966,630,2357,0,15100,28879,416986,81968,288803,46215,10.0,45408,32.6781248,-83.2229757
1996,GA,Georgia,7353000,46966,630,2357,0,15100,28879,416986,81968,288803,46215,10.0,45408,32.6781248,-83.2229757
1996,HI,Hawaii,1184000,3322,40,326,0,1606,1350,74639,12781,54701,7157,11.0,3322,20.46,-157.505
1996,IA,Iowa,2852000,7771,53,561,0,1286,5871,96296,18954,71893,5449,15.0,8914,41.9383166,-93.389798
1996,IA,Iowa,2852000,7771,53,561,0,1286,5871,96296,18954,71893,5449,15.0,8914,41.9383166,-93.389798
1996,ID,Idaho,1189000,3177,43,313,0,241,2580,44532,8431,33872,2229,12.0,3238,45.4945756,-114.1424303
1996,ID,Idaho,1189000,3177,43,313,0,241,2580,44532,8431,33872,2229,12.0,3238,45.4945756,-114.1424303
1996,IL,Illinois,11847000,105482,1179,4548,0,33106,66649,524777,108185,358515,58077,13.0,57935,39.739318,-89.504139
1996,IL,Illinois,11847000,105482,1179,4548,0,33106,66649,524777,108185,358515,58077,13.0,57935,39.739318,-89.504139
1996,IN,Indiana,5841000,31366,420,1992,0,7249,21705,231376,45782,160777,24817,14.0,34355,39.7662195,-86.441277
1996,IN,Indiana,5841000,31366,420,1992,0,7249,21705,231376,45782,160777,24817,14.0,34355,39.7662195,-86.441277
1996,KS,Kansas,2572000,10642,170,1096,0,2476,6900,109772,25239,78145,6388,16.0,10642,38.4987789,-98.3200779
1996,KY,Kentucky,3884000,12448,228,1230,0,3643,7347,110531,26736,73653,10142,17.0,12386,37.8222935,-85.7682399
1996,KY,Kentucky,3884000,12448,228,1230,0,3643,7347,110531,26736,73653,10142,17.0,12386,37.8222935,-85.7682399
1996,LA,Louisiana,4351000,40426,762,1805,0,12036,25823,257130,56379,173271,27480,18.0,39240,30.9733766,-91.4299097
1996,LA,Louisiana,4351000,40426,762,1805,0,12036,25823,257130,56379,173271,27480,18.0,39240,30.9733766,-91.4299097
1996,MA,Massachusetts,6092000,39122,157,1767,0,7778,29420,194636,42896,119562,32178,21.0,22548,42.0629398,-71.718067
1996,MA,Massachusetts,6092000,39122,157,1767,0,7778,29420,194636,42896,119562,32178,21.0,22548,42.0629398,-71.718067
1996,MD,Maryland,5072000,47230,588,1905,0,19944,24793,260231,50331,173817,36083,20.0,47230,38.8063524,-77.2684162
1996,ME,Maine,1243000,1553,25,260,0,292,976,40636,9303,29557,1776,19.0,1553,45.2185133,-69.0148656
1996,MI,Michigan,9594000,60951,722,5466,0,16907,37856,430020,85908,276909,67203,22.0,51213,44.9435598,-86.4158049
1996,MI,Michigan,9594000,60951,722,5466,0,16907,37856,430020,85908,276909,67203,22.0,51213,44.9435598,-86.4158049
1996,MN,Minnesota,4658000,15782,167,2327,0,5385,7903,192109,35515,138671,17923,23.0,15827,46.4418595,-93.3655146
1996,MN,Minnesota,4658000,15782,167,2327,0,5385,7903,192109,35515,138671,17923,23.0,15827,46.4418595,-93.3655146
1996,MO,Missouri,5359000,31669,433,1566,0,9142,20528,240781,47919,168870,23992,25.0,31669,38.3046615,-92.437099
1996,MS,Mississippi,2716000,13261,301,981,0,3646,8333,109581,30755,69299,9527,24.0,13261,32.5851062,-89.8772196
1996,MT,Montana,879000,1415,34,238,0,261,882,38084,4908,30928,2248,26.0,6352,46.6797995,-110.044783
1996,MT,Montana,879000,1415,34,238,0,261,882,38084,4908,30928,2248,26.0,6352,46.6797995,-110.044783
1996,NC,North Carolina,7323000,43068,619,2289,0,12001,28159,361616,98539,238511,24566,32.0,39118,35.2145629,-79.8912675
1996,NC,North Carolina,7323000,43068,619,2289,0,12001,28159,361616,98539,238511,24566,32.0,39118,35.2145629,-79.8912675
1996,ND,North Dakota,644000,541,14,155,0,71,301,16648,1991,13433,1224,33.0,522,47.4678819,-100.3022655
1996,ND,North Dakota,644000,541,14,155,0,71,301,16648,1991,13433,1224,33.0,522,47.4678819,-100.3022655
1996,NE,Nebraska,1652000,7182,48,447,0,1052,5635,66110,10152,50315,5643,27.0,7167,41.5008195,-99.680902
1996,NE,Nebraska,1652000,7182,48,447,0,1052,5635,66110,10152,50315,5643,27.0,7167,41.5008195,-99.680902
1996,NH,New Hampshire,1162000,1373,20,404,0,317,632,31436,5063,24611,1762,29.0,1079,44.0012306,-71.5799231
1996,NH,New Hampshire,1162000,1373,20,404,0,317,632,31436,5063,24611,1762,29.0,1079,44.0012306,-71.5799231
1996,NJ,New Jersey,7988000,42459,338,1976,0,18838,21307,303657,63259,193961,46437,30.0,42459,40.1430058,-74.7311156
1996,NM,New Mexico,1713000,14399,197,1088,0,2782,10332,98698,23586,65139,9973,31.0,12515,34.1662325,-106.0260685
1996,NM,New Mexico,1713000,14399,197,1088,0,2782,10332,98698,23586,65139,9973,31.0,12515,34.1662325,-106.0260685
1996,NV,Nevada,1603000,13005,220,856,0,4931,6998,83047,19558,52295,11194,28.0,13005,38.502032,-117.0230604
1996,NY,New York,18185000,132206,1353,4174,0,61822,64857,619250,129828,399522,89900,50.0,132206,40.7056258,-73.97968
1996,OH,Ohio,11173000,47896,538,4617,0,18336,24405,449935,93336,311071,45528,34.0,40023,40.1903624,-82.6692525
1996,OK,Oklahoma,3301000,19710,223,1545,0,3519,14423,166892,41447,109506,15939,35.0,21225,35.3097654,-98.7165585
1996,OK,Oklahoma,3301000,19710,223,1545,0,3519,14423,166892,41447,109506,15939,35.0,21225,35.3097654,-98.7165585
1996,OR,Oregon,3204000,14837,129,1272,0,3914,9522,177295,31664,128618,17013,36.0,15254,44.1419049,-120.5380993
1996,OR,Oregon,3204000,14837,129,1272,0,3914,9522,177295,31664,128618,17013,36.0,15254,44.1419049,-120.5380993
1996,PA,Pennsylvania,12056000,57905,686,3034,0,22784,31401,370851,71357,250758,48736,37.0,56981,40.9945928,-77.6046984
1996,PA,Pennsylvania,12056000,57905,686,3034,0,22784,31401,370851,71357,250758,48736,37.0,56981,40.9945928,-77.6046984
1996,RI,Rhode Island,990000,3437,25,287,0,824,2301,36099,8135,23367,4597,38.0,3465,41.5827282,-71.5064508
1996,RI,Rhode Island,990000,3437,25,287,0,824,2301,36099,8135,23367,4597,38.0,3465,41.5827282,-71.5064508
1996,SC,South Carolina,3699000,36875,332,1821,0,6361,28361,192986,47487,129650,15849,39.0,17414,33.62505,-80.9470381
1996,SC,South Carolina,3699000,36875,332,1821,0,6361,28361,192986,47487,129650,15849,39.0,17414,33.62505,-80.9470381
1996,SD,South Dakota,732000,1297,9,300,0,138,850,20443,4077,15532,834,40.0,1281,44.2126995,-100.2471641
1996,SD,South Dakota,732000,1297,9,300,0,138,850,20443,4077,15532,834,40.0,1281,44.2126995,-100.2471641
1996,TN,Tennessee,5320000,41175,503,2475,0,11902,26295,248729,61896,152405,34428,41.0,41175,35.830521,-85.9785989
1996,TX,Texas,19128000,123270,1477,8376,0,32804,80613,968732,204390,659414,104928,42.0,124303,31.1693363,-100.0768425
1996,TX,Texas,19128000,123270,1477,8376,0,32804,80613,968732,204390,659414,104928,42.0,124303,31.1693363,-100.0768425
1996,US,United States,265228572,1688540,19645,96252,0,535594,1037049,11805323,2506400,7904685,1394238,51.0,1636096,0.0,0.0
1996,UT,Utah,2000000,6638,63,836,0,1377,4362,113079,16965,87542,8572,43.0,4205,39.4997605,-111.547028
1996,VA,Virginia,6675000,22782,500,1783,0,8181,12318,242100,39255,184237,18608,45.0,23921,38.0033855,-79.4587861
1996,VA,Virginia,6675000,22782,500,1783,0,8181,12318,242100,39255,184237,18608,45.0,23921,38.0033855,-79.4587861
1996,VT,Vermont,589000,714,11,159,0,91,453,16973,3964,12124,885,44.0,628,43.8717545,-72.4477828
1996,VT,Vermont,589000,714,11,159,0,91,453,16973,3964,12124,885,44.0,628,43.8717545,-72.4477828
1996,WI,Wisconsin,5160000,13039,204,1086,0,4982,6767,184143,30356,135941,17846,48.0,15254,44.7862968,-89.8267049
1996,WI,Wisconsin,5160000,13039,204,1086,0,4982,6767,184143,30356,135941,17846,48.0,15254,44.7862968,-89.8267049
1996,WV,West Virginia,1826000,3836,69,358,0,737,2672,41510,9979,28300,3231,47.0,2543,38.9201705,-80.1816905
1996,WV,West Virginia,1826000,3836,69,358,0,737,2672,41510,9979,28300,3231,47.0,2543,38.9201705,-80.1816905
1996,WY,Wyoming,481000,1201,16,140,0,98,947,19261,3184,15408,669,49.0,802,43.000325,-107.5545669
1996,WY,Wyoming,481000,1201,16,140,0,98,947,19261,3184,15408,669,49.0,802,43.000325,-107.5545669
1997,AK,Alaska,609000,4270,54,403,0,648,3165,27840,4276,20780,2784,1.0,4194,61.3025006,-158.7750198
1997,AK,Alaska,609000,4270,54,403,0,648,3165,27840,4276,20780,2784,1.0,4194,61.3025006,-158.7750198
1997,AL,Alabama,4319000,24379,426,1396,0,6931,15626,186809,43786,127616,15407,0.0,33455,32.6010112,-86.6807365
1997,AL,Alabama,4319000,24379,426,1396,0,6931,15626,186809,43786,127616,15407,0.0,33455,32.6010112,-86.6807365
1997,AR,Arkansas,2523000,13293,250,1098,0,2814,9131,105759,25568,72253,7938,3.0,12419,34.7519275,-92.1313784
1997,AR,Arkansas,2523000,13293,250,1098,0,2814,9131,105759,25568,72253,7938,3.0,12419,34.7519275,-92.1313784
1997,AZ,Arizona,4555000,28411,375,1492,0,7547,18997,299323,60077,195045,44201,2.0,21330,34.1682185,-111.930907
1997,AZ,Arizona,4555000,28411,375,1492,0,7547,18997,299323,60077,195045,44201,2.0,21330,34.1682185,-111.930907
1997,CA,California,32268000,257582,2579,10189,0,81468,163346,1312367,299240,784405,228722,4.0,257582,37.2718745,-119.2704153
1997,CO,Colorado,3893000,14139,157,1677,0,3242,9063,166902,30994,119801,16107,5.0,15254,38.9979339,-105.550567
1997,CO,Colorado,3893000,14139,157,1677,0,3242,9063,166902,30994,119801,16107,5.0,15254,38.9979339,-105.550567
1997,CT,Connecticut,3270000,12781,124,740,0,4999,6918,117505,24143,78821,14541,6.0,12700,41.5187835,-72.757507
1997,CT,Connecticut,3270000,12781,124,740,0,4999,6918,117505,24143,78821,14541,6.0,12700,41.5187835,-72.757507
1997,DC,District of Columbia,529000,10708,301,218,0,4501,5688,41341,6963,26809,7569,8.0,9195,38.8993487,-77.0145666
1997,DC,District of Columbia,529000,10708,301,218,0,4501,5688,41341,6963,26809,7569,8.0,9195,38.8993487,-77.0145666
1997,DE,Delaware,732000,5753,22,428,0,1783,3520,36578,6421,25904,4253,7.0,5753,39.145251,-75.4189206
1997,FL,Florida,14654000,149996,1012,7599,0,40459,100926,915613,213926,594492,107195,9.0,129838,27.9757279,-83.8330166
1997,FL,Florida,14654000,149996,1012,7599,0,40459,100926,915613,213926,594492,107195,9.0,129838,27.9757279,-83.8330166
1997,GA,Georgia,7486000,45408,563,2328,0,15473,27044,388155,81320,262263,44572,10.0,45408,32.6781248,-83.2229757
1997,HI,Hawaii,1187000,3299,47,371,0,1403,1478,68193,12741,48984,6468,11.0,3299,20.46,-157.505
1997,IA,Iowa,2852000,8841,52,579,0,1593,6617,99986,22003,71301,6682,15.0,8841,41.9383166,-93.389798
1997,ID,Idaho,1210000,3107,39,350,0,237,2481,44388,9175,32784,2429,12.0,1187,45.4945756,-114.1424303
1997,ID,Idaho,1210000,3107,39,350,0,237,2481,44388,9175,32784,2429,12.0,1187,45.4945756,-114.1424303
1997,IL,Illinois,11896000,102476,1096,4415,0,33123,63842,509113,103550,350140,55423,13.0,57935,39.739318,-89.504139
1997,IL,Illinois,11896000,102476,1096,4415,0,33123,63842,509113,103550,350140,55423,13.0,57935,39.739318,-89.504139
1997,IN,Indiana,5864000,30179,430,1928,0,7763,20058,231723,48182,158442,25099,14.0,30179,39.7662195,-86.441277
1997,KS,Kansas,2595000,11151,150,1179,0,2535,7287,122553,24292,91823,6438,16.0,10972,38.4987789,-98.3200779
1997,KS,Kansas,2595000,11151,150,1179,0,2535,7287,122553,24292,91823,6438,16.0,10972,38.4987789,-98.3200779
1997,KY,Kentucky,3908000,12386,228,1304,0,3546,7308,109819,26638,73487,9694,17.0,12386,37.8222935,-85.7682399
1997,LA,Louisiana,4352000,37248,682,1799,0,10407,24360,243423,53935,163114,26374,18.0,42369,30.9733766,-91.4299097
1997,LA,Louisiana,4352000,37248,682,1799,0,10407,24360,243423,53935,163114,26374,18.0,42369,30.9733766,-91.4299097
1997,MA,Massachusetts,6118000,39411,119,1647,0,6676,30969,185437,40491,115494,29452,21.0,23472,42.0629398,-71.718067
1997,MA,Massachusetts,6118000,39411,119,1647,0,6676,30969,185437,40491,115494,29452,21.0,23472,42.0629398,-71.718067
1997,MD,Maryland,5094000,43127,502,1814,0,17157,23654,244842,47918,166256,30668,20.0,40903,38.8063524,-77.2684162
1997,MD,Maryland,5094000,43127,502,1814,0,17157,23654,244842,47918,166256,30668,20.0,40903,38.8063524,-77.2684162
1997,ME,Maine,1242000,1500,25,254,0,257,964,37396,8241,27513,1642,19.0,1500,45.2185133,-69.0148656
1997,MI,Michigan,9774000,57663,759,5070,0,14934,36900,422916,80726,276863,65327,22.0,57663,44.9435598,-86.4158049
1997,MN,Minnesota,4686000,15827,129,2446,0,5373,7879,191006,35265,137872,17869,23.0,15827,46.4418595,-93.3655146
1997,MO,Missouri,5402000,31192,426,1525,0,8430,20811,228889,46900,155472,26517,25.0,31192,38.3046615,-92.437099
1997,MS,Mississippi,2731000,12808,358,1065,0,3741,7644,113644,32429,71887,9328,24.0,12888,32.5851062,-89.8772196
1997,MS,Mississippi,2731000,12808,358,1065,0,3741,7644,113644,32429,71887,9328,24.0,12888,32.5851062,-89.8772196
1997,MT,Montana,879000,1161,42,171,0,179,769,37592,5002,30411,2179,26.0,4196,46.6797995,-110.044783
1997,MT,Montana,879000,1161,42,171,0,179,769,37592,5002,30411,2179,26.0,4196,46.6797995,-110.044783
1997,NC,North Carolina,7425000,45071,614,2348,0,12817,29292,362672,100002,238228,24442,32.0,46508,35.2145629,-79.8912675
1997,NC,North Carolina,7425000,45071,614,2348,0,12817,29292,362672,100002,238228,24442,32.0,46508,35.2145629,-79.8912675
1997,ND,North Dakota,641000,559,6,159,0,41,353,16821,2300,13367,1154,33.0,570,47.4678819,-100.3022655
1997,ND,North Dakota,641000,559,6,159,0,41,353,16821,2300,13367,1154,33.0,570,47.4678819,-100.3022655
1997,NE,Nebraska,1657000,7265,50,406,0,1097,5712,63717,9813,48363,5541,27.0,3510,41.5008195,-99.680902
1997,NH,New Hampshire,1173000,1328,16,395,0,274,643,29635,4612,23430,1593,29.0,2116,44.0012306,-71.5799231
1997,NH,New Hampshire,1173000,1328,16,395,0,274,643,29635,4612,23430,1593,29.0,2116,44.0012306,-71.5799231
1997,NJ,New Jersey,8053000,39673,337,1729,0,16957,20650,287038,60894,184979,41165,30.0,50431,40.1430058,-74.7311156
1997,NJ,New Jersey,8053000,39673,337,1729,0,16957,20650,287038,60894,184979,41165,30.0,50431,40.1430058,-74.7311156
1997,NM,New Mexico,1730000,14762,134,872,0,2966,10790,104721,25126,67188,12407,31.0,25046,34.1662325,-106.0260685
1997,NM,New Mexico,1730000,14762,134,872,0,2966,10790,104721,25126,67188,12407,31.0,25046,34.1662325,-106.0260685
1997,NV,Nevada,1677000,13395,187,1005,0,5071,7132,88307,21975,53112,13220,28.0,11244,38.502032,-117.0230604
1997,NV,Nevada,1677000,13395,187,1005,0,5071,7132,88307,21975,53112,13220,28.0,11244,38.502032,-117.0230604
1997,NY,New York,18137000,124890,1093,4075,0,56094,63628,584438,118306,386435,79697,50.0,124890,40.7056258,-73.97968
1997,OH,Ohio,11186000,48706,523,4566,0,17755,25862,455799,94972,315908,45419,34.0,40023,40.1903624,-82.6692525
1997,OH,Ohio,11186000,48706,523,4566,0,17755,25862,455799,94972,315908,45419,34.0,40023,40.1903624,-82.6692525
1997,OK,Oklahoma,3317000,18560,229,1517,0,3446,13368,163698,40015,109039,14644,35.0,18887,35.3097654,-98.7165585
1997,OK,Oklahoma,3317000,18560,229,1517,0,3446,13368,163698,40015,109039,14644,35.0,18887,35.3097654,-98.7165585
1997,OR,Oregon,3243000,14412,95,1306,0,3811,9200,188916,33507,136129,19280,36.0,15827,44.1419049,-120.5380993
1997,OR,Oregon,3243000,14412,95,1306,0,3811,9200,188916,33507,136129,19280,36.0,15827,44.1419049,-120.5380993
1997,PA,Pennsylvania,12020000,53140,705,3289,0,18788,30358,359323,68218,246892,44213,37.0,42459,40.9945928,-77.6046984
1997,PA,Pennsylvania,12020000,53140,705,3289,0,18788,30358,359323,68218,246892,44213,37.0,42459,40.9945928,-77.6046984
1997,RI,Rhode Island,987000,3292,25,363,0,707,2197,32777,7083,21499,4195,38.0,3278,41.5827282,-71.5064508
1997,SC,South Carolina,3760000,37235,314,1837,0,6624,28460,193402,46322,131325,15755,39.0,33455,33.62505,-80.9470381
1997,SC,South Carolina,3760000,37235,314,1837,0,6624,28460,193402,46322,131325,15755,39.0,33455,33.62505,-80.9470381
1997,SD,South Dakota,738000,1457,10,357,0,172,918,22491,4088,17545,858,40.0,1281,44.2126995,-100.2471641
1997,SD,South Dakota,738000,1457,10,357,0,172,918,22491,4088,17545,858,40.0,1281,44.2126995,-100.2471641
1997,TN,Tennessee,5368000,42389,511,3056,0,11487,27335,253484,62899,156843,33742,41.0,42389,35.830521,-85.9785989
1997,TX,Texas,19439000,117126,1327,8011,0,30522,77266,948231,201059,645451,101721,42.0,124303,31.1693363,-100.0768425
1997,TX,Texas,19439000,117126,1327,8011,0,30522,77266,948231,201059,645451,101721,42.0,124303,31.1693363,-100.0768425
1997,UT,Utah,2059000,6878,50,977,0,1408,4443,116569,18335,89090,9144,43.0,7446,39.4997605,-111.547028
1997,UT,Utah,2059000,6878,50,977,0,1408,4443,116569,18335,89090,9144,43.0,7446,39.4997605,-111.547028
1997,VA,Virginia,6734000,23249,488,1819,0,8384,12558,237773,38475,180406,18892,45.0,23921,38.0033855,-79.4587861
1997,VA,Virginia,6734000,23249,488,1819,0,8384,12558,237773,38475,180406,18892,45.0,23921,38.0033855,-79.4587861
1997,VT,Vermont,589000,705,9,156,0,79,461,15953,3611,11542,800,44.0,691,43.8717545,-72.4477828
1997,VT,Vermont,589000,705,9,156,0,79,461,15953,3611,11542,800,44.0,691,43.8717545,-72.4477828
1997,WA,Washington,5610000,24724,244,2885,0,6734,14864,307742,62064,213823,31855,46.0,23857,38.8993487,-77.0145665
1997,WA,Washington,5610000,24724,244,2885,0,6734,14864,307742,62064,213823,31855,46.0,23857,38.8993487,-77.0145665
1997,WI,Wisconsin,5170000,13988,205,1048,0,5214,7521,176145,29503,131002,15640,48.0,15243,44.7862968,-89.8267049
1997,WI,Wisconsin,5170000,13988,205,1048,0,5214,7521,176145,29503,131002,15640,48.0,15243,44.7862968,-89.8267049
1997,WV,West Virginia,1816000,3971,75,355,0,782,2759,40868,10647,26934,3287,47.0,5006,38.9201705,-80.1816905
1997,WV,West Virginia,1816000,3971,75,355,0,782,2759,40868,10647,26934,3287,47.0,5006,38.9201705,-80.1816905
1997,WY,Wyoming,480000,1225,17,137,0,85,986,18843,2998,15198,647,49.0,707,43.000325,-107.5545669
1997,WY,Wyoming,480000,1225,17,137,0,85,986,18843,2998,15198,647,49.0,707,43.000325,-107.5545669
1998,AK,Alaska,614000,4015,41,421,0,532,3021,25316,4098,18611,2607,1.0,3554,61.3025006,-158.7750198
1998,AK,Alaska,614000,4015,41,421,0,532,3021,25316,4098,18611,2607,1.0,3554,61.3025006,-158.7750198
1998,AL,Alabama,4352000,22286,354,1443,0,5698,14791,177779,41965,120943,14871,0.0,19931,32.6010112,-86.6807365
1998,AL,Alabama,4352000,22286,354,1443,0,5698,14791,177779,41965,120943,14871,0.0,19931,32.6010112,-86.6807365
1998,AR,Arkansas,2538000,12442,201,893,0,2442,8906,96271,23559,65525,7187,3.0,12442,34.7519275,-92.1313784
1998,AZ,Arizona,4669000,26984,376,1451,0,7715,17442,280001,56473,183137,40391,2.0,26984,34.1682185,-111.930907
1998,CA,California,32667000,229883,2171,9782,0,68782,149148,1188791,269012,724262,195517,4.0,208388,37.2718745,-119.2704153
1998,CA,California,32667000,229883,2171,9782,0,68782,149148,1188791,269012,724262,195517,4.0,208388,37.2718745,-119.2704153
1998,CO,Colorado,3971000,15008,183,1883,0,3238,9704,163189,31231,115871,16087,5.0,15254,38.9979339,-105.550567
1998,CO,Colorado,3971000,15008,183,1883,0,3238,9704,163189,31231,115871,16087,5.0,15254,38.9979339,-105.550567
1998,CT,Connecticut,3274000,11993,135,728,0,4379,6751,111978,21801,77472,12705,6.0,30666,41.5187835,-72.757507
1998,CT,Connecticut,3274000,11993,135,728,0,4379,6751,111978,21801,77472,12705,6.0,30666,41.5187835,-72.757507
1998,DC,District of Columbia,523000,8988,260,190,0,3606,4932,37222,6361,24360,6501,8.0,6546,38.8993487,-77.0145666
1998,DC,District of Columbia,523000,8988,260,190,0,3606,4932,37222,6361,24360,6501,8.0,6546,38.8993487,-77.0145666
1998,DE,Delaware,744000,5672,21,499,0,1445,3707,34230,6395,24649,3186,7.0,5672,39.145251,-75.4189206
1998,FL,Florida,14916000,140016,967,7404,0,36198,95447,887107,203105,579752,104250,9.0,124303,27.9757279,-83.8330166
1998,FL,Florida,14916000,140016,967,7404,0,36198,95447,887107,203105,579752,104250,9.0,124303,27.9757279,-83.8330166
1998,GA,Georgia,7642000,43762,618,2322,0,14308,26514,373717,75720,255459,42538,10.0,43762,32.6781248,-83.2229757
1998,HI,Hawaii,1193000,2946,24,352,0,1225,1345,60677,11169,43914,5594,11.0,4508,20.46,-157.505
1998,HI,Hawaii,1193000,2946,24,352,0,1225,1345,60677,11169,43914,5594,11.0,4508,20.46,-157.505
1998,IA,Iowa,2862000,8916,54,728,0,1456,6678,91272,19282,66016,5974,15.0,10602,41.9383166,-93.389798
1998,IA,Iowa,2862000,8916,54,728,0,1456,6678,91272,19282,66016,5974,15.0,10602,41.9383166,-93.389798
1998,ID,Idaho,1229000,3468,36,386,0,264,2782,42185,8518,31385,2282,12.0,3238,45.4945756,-114.1424303
1998,IL,Illinois,12045000,97291,1008,4095,0,29927,62261,487915,97792,337191,52932,13.0,57935,39.739318,-89.504139
1998,IN,Indiana,5899000,25423,454,1952,0,6561,16456,220529,46552,152790,21187,14.0,20303,39.7662195,-86.441277
1998,IN,Indiana,5899000,25423,454,1952,0,6561,16456,220529,46552,152790,21187,14.0,20303,39.7662195,-86.441277
1998,KS,Kansas,2629000,10972,173,1128,0,2287,7384,117114,24984,85329,6801,16.0,10972,38.4987789,-98.3200779
1998,KY,Kentucky,3936000,12909,237,1107,0,3468,8097,109721,27998,71971,9752,17.0,11361,37.8222935,-85.7682399
1998,KY,Kentucky,3936000,12909,237,1107,0,3468,8097,109721,27998,71971,9752,17.0,11361,37.8222935,-85.7682399
1998,LA,Louisiana,4369000,34057,560,1609,0,8651,23237,232378,51210,157507,23661,18.0,34057,30.9733766,-91.4299097
1998,MA,Massachusetts,6147000,38192,124,1687,0,5938,30443,173011,37333,109275,26403,21.0,22596,42.0629398,-71.718067
1998,MA,Massachusetts,6147000,38192,124,1687,0,5938,30443,173011,37333,109275,26403,21.0,22596,42.0629398,-71.718067
1998,MD,Maryland,5135000,40903,513,1714,0,15339,23337,234624,47393,159019,28212,20.0,40903,38.8063524,-77.2684162
1998,ME,Maine,1244000,1566,26,225,0,263,1052,36261,8295,26457,1509,19.0,1566,45.2185133,-69.0148656
1998,MI,Michigan,9817000,60947,721,4946,0,15293,39987,398773,82249,258186,58338,22.0,33031,44.9435598,-86.4158049
1998,MN,Minnesota,4725000,14656,121,2358,0,4371,7806,176541,32486,128689,15366,23.0,15189,46.4418595,-93.3655146
1998,MN,Minnesota,4725000,14656,121,2358,0,4371,7806,176541,32486,128689,15366,23.0,15189,46.4418595,-93.3655146
1998,MO,Missouri,5439000,30222,399,1463,0,8116,20244,232284,47455,160363,24466,25.0,30222,38.3046615,-92.437099
1998,MS,Mississippi,2752000,11302,315,1026,0,3394,6567,109345,31498,68525,9322,24.0,13261,32.5851062,-89.8772196
1998,MS,Mississippi,2752000,11302,315,1026,0,3394,6567,109345,31498,68525,9322,24.0,13261,32.5851062,-89.8772196
1998,MT,Montana,880000,1797,18,235,0,232,1312,36564,4575,29940,2049,26.0,2056,46.6797995,-110.044783
1998,MT,Montana,880000,1797,18,235,0,232,1312,36564,4575,29940,2049,26.0,2056,46.6797995,-110.044783
1998,NC,North Carolina,7546000,43723,612,2311,0,12133,28667,357892,99951,233325,24616,32.0,43723,35.2145629,-79.8912675
1998,ND,North Dakota,638000,570,7,212,0,65,286,16535,2274,13134,1127,33.0,570,47.4678819,-100.3022655
1998,NE,Nebraska,1663000,7507,51,417,0,1290,5749,65752,10544,49420,5788,27.0,2954,41.5008195,-99.680902
1998,NE,Nebraska,1663000,7507,51,417,0,1290,5749,65752,10544,49420,5788,27.0,2954,41.5008195,-99.680902
1998,NH,New Hampshire,1185000,1270,18,400,0,255,597,27405,3852,22079,1474,29.0,1270,44.0012306,-71.5799231
