year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_name_index,predicted_label,Latitude,Longitude
1960,AK,Alaska,226167,236,23,47,0,64,102,3494,751,2195,548,1.0,208,61.3025006,-158.7750198
1960,AL,Alabama,3266740,6097,406,281,0,898,4512,33823,11626,19344,2853,0.0,4503,32.6010112,-86.6807365
1960,AZ,Arizona,1302161,2704,78,209,0,706,1711,36539,8926,23207,4406,2.0,3643,34.1682185,-111.930907
1960,CA,California,15717204,37558,616,2859,0,15287,18796,508511,143102,311956,53453,4.0,38154,37.2718745,-119.2704153
1960,CO,Colorado,1753947,2408,73,229,0,1362,744,35695,9996,21949,3750,5.0,1689,38.9979339,-105.550567
1960,DC,District of Columbia,763956,4230,81,111,0,1072,2966,16495,4587,9905,2003,8.0,1588,38.8993487,-77.0145666
1960,FL,Florida,4951560,11061,527,403,0,4005,6126,122858,39966,73603,9289,9.0,20727,27.9757279,-83.8330166
1960,GA,Georgia,3943116,6262,469,294,0,974,4525,49253,15461,27979,5813,10.0,3272,32.6781248,-83.2229757
1960,HI,Hawaii,632772,138,15,21,0,69,33,14405,3328,9369,1708,11.0,1949,20.46,-157.505
1960,IA,Iowa,2757537,656,17,102,0,301,236,30335,6375,21865,2095,15.0,3876,41.9383166,-93.389798
1960,IL,Illinois,10081158,36802,489,1773,0,21048,13492,199283,58241,105423,35619,13.0,49085,39.739318,-89.504139
1960,IN,Indiana,4662498,3945,204,240,0,1609,1892,68496,21486,39196,7814,14.0,12448,39.7662195,-86.441277
1960,KS,Kansas,2178611,1272,64,109,0,410,689,29120,7705,19515,1900,16.0,1404,38.4987789,-98.3200779
1960,KY,Kentucky,3038156,2957,205,163,0,1001,1588,33887,11274,18831,3782,17.0,2412,37.8222935,-85.7682399
1960,LA,Louisiana,3257022,4990,270,279,0,1484,2957,43709,12615,24893,6201,18.0,3299,30.9733766,-91.4299097
1960,MD,Maryland,3100689,4691,168,224,0,1158,3141,47092,11360,30024,5708,20.0,4508,38.8063524,-77.2684162
1960,ME,Maine,969265,289,16,48,0,77,148,11228,2702,7334,1192,19.0,1699,45.2185133,-69.0148656
1960,MI,Michigan,7823194,17034,353,1135,0,7330,8216,191001,56724,120237,14040,22.0,15642,44.9435598,-86.4158049
1960,MO,Missouri,4319813,7468,189,627,0,3913,2739,77743,25712,44049,7982,25.0,12874,38.3046615,-92.437099
1960,MS,Mississippi,2178141,2236,218,112,0,324,1582,13113,4459,7603,1051,24.0,1167,32.5851062,-89.8772196
1960,MT,Montana,674767,453,26,48,0,186,193,13397,2675,9079,1643,26.0,2001,46.6797995,-110.044783
1960,NC,North Carolina,4556155,10182,482,355,0,825,8520,43556,12730,26865,3961,32.0,2851,35.2145629,-79.8912675
1960,ND,North Dakota,632446,90,3,14,0,40,33,5545,1252,3863,430,33.0,285,47.4678819,-100.3022655
1960,NH,New Hampshire,606921,81,8,25,0,18,30,4105,1108,2646,351,29.0,37,44.0012306,-71.5799231
1960,NJ,New Jersey,6066782,6932,164,442,0,2591,3735,83509,25698,45903,11908,30.0,16339,40.1430058,-74.7311156
1960,NM,New Mexico,951023,1360,70,117,0,376,797,21337,4331,14501,2505,31.0,3554,34.1662325,-106.0260685
1960,NV,Nevada,285278,416,25,36,0,211,144,9399,2606,5675,1118,28.0,1723,38.502032,-117.0230604
1960,OH,Ohio,9706397,8120,311,572,0,3890,3347,143187,37260,92858,13069,34.0,24038,40.1903624,-82.6692525
1960,OR,Oregon,1768687,1232,43,166,0,563,460,33738,7175,24252,2311,36.0,1397,44.1419049,-120.5380993
1960,PA,Pennsylvania,11319366,11203,296,995,0,3840,6072,107586,33709,60023,13854,37.0,14795,40.9945928,-77.6046984
1960,RI,Rhode Island,859488,316,9,20,0,122,165,17496,4388,10455,2653,38.0,2682,41.5827282,-71.5064508
1960,SC,South Carolina,2382594,3424,314,236,0,478,2396,32319,10081,19636,2602,39.0,2460,33.62505,-80.9470381
1960,SD,South Dakota,680514,282,14,37,0,62,169,7639,1687,5363,589,40.0,1245,44.2126995,-100.2471641
1960,TN,Tennessee,3567089,3250,302,194,0,961,1793,41000,16505,20162,4333,41.0,5267,35.830521,-85.9785989
1960,TX,Texas,9579677,15428,824,892,0,3031,10681,196979,57589,123415,15975,42.0,15642,31.1693363,-100.0768425
1960,US,United States,179323175,288460,9110,17190,0,107840,154320,3095700,912100,1855400,328200,51.0,201763,0.0,0.0
1960,UT,Utah,890627,484,9,61,0,185,229,22150,3655,17081,1414,43.0,2733,39.4997605,-111.547028
1960,WI,Wisconsin,3951777,1261,50,109,0,327,775,44009,7847,32035,4127,48.0,2355,44.7862968,-89.8267049
1960,WY,Wyoming,330066,362,16,23,0,176,147,5989,990,4620,379,49.0,1081,43.000325,-107.5545669
1961,AL,Alabama,3302000,5564,427,252,0,630,4255,32541,11205,18801,2535,0.0,5586,32.6010112,-86.6807365
1961,AR,Arkansas,1797000,1809,163,130,0,446,1070,16836,5536,10211,1089,3.0,1924,34.7519275,-92.1313784
1961,AZ,Arizona,1391000,2288,84,200,0,786,1218,41304,10262,26099,4943,2.0,6071,34.1682185,-111.930907
1961,CO,Colorado,1781000,2659,83,230,0,1633,713,40156,11681,23551,4924,5.0,4508,38.9979339,-105.550567
1961,CT,Connecticut,2614000,878,25,64,0,238,551,31658,9526,18712,3420,6.0,2543,41.5187835,-72.757507
1961,DC,District of Columbia,763956,4491,88,100,0,1348,2955,17093,4902,9732,2459,8.0,1588,38.8993487,-77.0145666
1961,DE,Delaware,458000,318,20,27,0,124,147,9343,2711,5885,747,7.0,375,39.145251,-75.4189206
1961,FL,Florida,5222000,11376,477,398,0,3746,6755,117144,37627,70655,8862,9.0,11967,27.9757279,-83.8330166
1961,GA,Georgia,3987000,6269,400,380,0,1129,4360,53445,17439,29746,6260,10.0,8499,32.6781248,-83.2229757
1961,IA,Iowa,2779000,643,36,81,0,291,235,29392,6356,21096,1940,15.0,3876,41.9383166,-93.389798
1961,ID,Idaho,684000,222,14,44,0,64,100,12516,2203,9540,773,12.0,1196,45.4945756,-114.1424303
1961,IL,Illinois,10258000,37156,492,1767,0,20977,13920,213602,60204,117006,36392,13.0,38926,39.739318,-89.504139
1961,IN,Indiana,4711000,4044,192,250,0,1829,1773,72871,22162,42379,8330,14.0,4191,39.7662195,-86.441277
1961,KS,Kansas,2194000,1282,41,118,0,460,663,29918,7275,20763,1880,16.0,1404,38.4987789,-98.3200779
1961,KY,Kentucky,3076000,2907,201,146,0,1085,1475,34003,11271,19402,3330,17.0,5006,37.8222935,-85.7682399
1961,MA,Massachusetts,5234000,2777,77,291,0,1066,1343,73783,19683,39885,14215,21.0,10830,42.0629398,-71.718067
1961,MD,Maryland,3188000,4959,143,262,0,1330,3224,52106,12348,33461,6297,20.0,3299,38.8063524,-77.2684162
1961,ME,Maine,992000,334,16,58,0,87,173,10725,2969,7002,754,19.0,1345,45.2185133,-69.0148656
1961,MI,Michigan,7954000,16499,326,1092,0,6441,8640,197630,57647,125964,14019,22.0,15642,44.9435598,-86.4158049
1961,MN,Minnesota,3470000,1505,34,94,0,951,426,48865,13225,30971,4669,23.0,3092,46.4418595,-93.3655146
1961,MO,Missouri,4378000,7266,223,578,0,3637,2828,82563,26782,48430,7351,25.0,14598,38.3046615,-92.437099
1961,MS,Mississippi,2215000,2274,229,129,0,345,1571,13942,4703,7928,1311,24.0,2116,32.5851062,-89.8772196
1961,NC,North Carolina,4614000,9275,424,336,0,694,7821,45657,13485,28029,4143,32.0,3375,35.2145629,-79.8912675
1961,ND,North Dakota,640000,160,6,33,0,68,53,5557,1286,3822,449,33.0,285,47.4678819,-100.3022655
1961,NE,Nebraska,1431000,586,34,47,0,234,271,17756,3730,12372,1654,27.0,2798,41.5008195,-99.680902
1961,NH,New Hampshire,621000,89,4,19,0,21,45,4912,1573,2884,455,29.0,231,44.0012306,-71.5799231
1961,NJ,New Jersey,6244000,6682,153,458,0,2371,3700,89375,29329,47145,12901,30.0,13085,40.1430058,-74.7311156
1961,NM,New Mexico,983000,1278,67,127,0,381,703,20273,4357,13744,2172,31.0,3554,34.1662325,-106.0260685
1961,NV,Nevada,299000,549,21,24,0,317,187,10276,2724,6136,1416,28.0,2001,38.502032,-117.0230604
1961,OH,Ohio,9876000,7986,306,554,0,3914,3212,148406,39677,96682,12047,34.0,9367,40.1903624,-82.6692525
1961,OK,Oklahoma,2360000,2437,119,286,0,817,1215,43592,12586,26513,4493,35.0,1435,35.3097654,-98.7165585
1961,OR,Oregon,1799000,1242,48,138,0,626,430,34758,7276,24983,2499,36.0,2181,44.1419049,-120.5380993
1961,PA,Pennsylvania,11468000,11223,298,841,0,4094,5990,108895,36391,58729,13775,37.0,24038,40.9945928,-77.6046984
1961,RI,Rhode Island,867000,372,9,15,0,115,233,15895,3937,9781,2177,38.0,161,41.5827282,-71.5064508
1961,SC,South Carolina,2407000,3318,280,224,0,501,2313,34857,11524,20504,2829,39.0,1653,33.62505,-80.9470381
1961,SD,South Dakota,690000,245,12,42,0,61,130,7612,1655,5323,634,40.0,164,44.2126995,-100.2471641
1961,TN,Tennessee,3615000,3910,290,242,0,1100,2278,41967,16702,20234,5031,41.0,8034,35.830521,-85.9785989
1961,TX,Texas,9788000,15441,788,932,0,3042,10679,192869,56814,120707,15348,42.0,15642,31.1693363,-100.0768425
1961,US,United States,182992000,289390,8740,17220,0,106670,156760,3198600,949600,1913000,336000,51.0,201763,0.0,0.0
1961,UT,Utah,916000,451,16,62,0,186,187,18759,3558,13575,1626,43.0,2798,39.4997605,-111.547028
1961,VA,Virginia,4059000,7555,349,414,0,1065,5727,64296,17201,41626,5469,45.0,8034,38.0033855,-79.4587861
1961,VT,Vermont,395000,79,6,36,0,16,21,3147,1324,1489,334,44.0,285,43.8717545,-72.4477828
1961,WA,Washington,2902000,1687,63,180,0,902,542,63065,13694,44450,4921,46.0,3339,38.8993487,-77.0145665
1961,WI,Wisconsin,4022000,1268,63,101,0,361,743,46669,9021,34197,3451,48.0,3127,44.7862968,-89.8267049
1961,WY,Wyoming,338000,288,11,12,0,121,144,6358,1226,4747,385,49.0,285,43.000325,-107.5545669
1962,AK,Alaska,246000,225,11,46,0,34,134,3849,865,2424,560,1.0,208,61.3025006,-158.7750198
1962,AL,Alabama,3358000,5283,316,218,0,754,3995,35829,11722,21306,2801,0.0,4503,32.6010112,-86.6807365
1962,AR,Arkansas,1823000,1667,144,124,0,400,999,18199,5683,11169,1347,3.0,1085,34.7519275,-92.1313784
1962,AZ,Arizona,1509000,2610,86,198,0,851,1475,45694,11693,28605,5396,2.0,4508,34.1682185,-111.930907
1962,CA,California,16970000,39846,657,2946,0,15598,20645,564451,158523,348373,57555,4.0,59014,37.2718745,-119.2704153
1962,CO,Colorado,1907000,2990,96,283,0,1624,987,47872,12988,28740,6144,5.0,3299,38.9979339,-105.550567
1962,CT,Connecticut,2597000,938,34,81,0,258,565,33798,10259,19741,3798,6.0,6336,41.5187835,-72.757507
1962,DC,District of Columbia,784000,4750,91,82,0,1572,3005,17458,5022,9855,2581,8.0,4836,38.8993487,-77.0145666
1962,DE,Delaware,469000,338,20,44,0,140,134,10157,2814,6479,864,7.0,319,39.145251,-75.4189206
1962,FL,Florida,5459000,10489,420,318,0,3457,6294,128028,40575,78266,9187,9.0,9070,27.9757279,-83.8330166
1962,HI,Hawaii,693000,256,20,17,0,120,99,17391,4485,10693,2213,11.0,2682,20.46,-157.505
1962,IA,Iowa,2777000,559,31,105,0,238,185,31031,7326,21668,2037,15.0,3267,41.9383166,-93.389798
1962,ID,Idaho,698000,234,21,25,0,63,125,13227,2458,9939,830,12.0,1723,45.4945756,-114.1424303
1962,KY,Kentucky,3082000,2963,201,177,0,1122,1463,38070,12809,21692,3569,17.0,3283,37.8222935,-85.7682399
1962,LA,Louisiana,3330000,4570,225,226,0,1298,2821,39787,10891,22759,6137,18.0,2954,30.9733766,-91.4299097
1962,MA,Massachusetts,5161000,3207,95,256,0,1331,1525,80900,21181,44051,15668,21.0,27691,42.0629398,-71.718067
1962,MD,Maryland,3191000,4915,183,279,0,1340,3113,55410,12886,36298,6226,20.0,3299,38.8063524,-77.2684162
1962,ME,Maine,999000,277,14,28,0,78,157,11622,3073,7653,896,19.0,365,45.2185133,-69.0148656
1962,MI,Michigan,7991000,18106,275,1133,0,7710,8988,204073,57641,130499,15933,22.0,18836,44.9435598,-86.4158049
1962,MN,Minnesota,3475000,1674,33,124,0,1028,489,52088,13312,33781,4995,23.0,3061,46.4418595,-93.3655146
1962,MO,Missouri,4346000,8059,241,548,0,3474,3796,92297,26238,57277,8782,25.0,10152,38.3046615,-92.437099
1962,MS,Mississippi,2248000,2079,164,96,0,179,1640,14830,5115,8481,1234,24.0,790,32.5851062,-89.8772196
1962,MT,Montana,709000,390,15,52,0,141,182,13675,2941,9143,1591,26.0,457,46.6797995,-110.044783
1962,ND,North Dakota,642000,128,8,27,0,40,53,5999,1217,4246,536,33.0,285,47.4678819,-100.3022655
1962,NH,New Hampshire,632000,178,15,22,0,22,119,6140,1781,3821,538,29.0,1245,44.0012306,-71.5799231
1962,NJ,New Jersey,6245000,7874,187,510,0,2816,4361,101025,31868,54516,14641,30.0,25412,40.1430058,-74.7311156
1962,NM,New Mexico,1020000,1338,64,127,0,419,728,21654,5256,14109,2289,31.0,5725,34.1662325,-106.0260685
1962,NV,Nevada,335000,711,27,66,0,357,261,11712,2971,7054,1687,28.0,2125,38.502032,-117.0230604
1962,OH,Ohio,10097000,8366,321,520,0,3830,3695,149733,40014,95938,13781,34.0,18887,40.1903624,-82.6692525
1962,OK,Oklahoma,2448000,2478,126,182,0,973,1197,45959,12563,28501,4895,35.0,1435,35.3097654,-98.7165585
1962,OR,Oregon,1864000,1461,54,174,0,714,519,36903,8268,25871,2764,36.0,3127,44.1419049,-120.5380993
1962,PA,Pennsylvania,11376000,11856,311,946,0,4534,6065,117167,37298,64359,15510,37.0,20229,40.9945928,-77.6046984
1962,RI,Rhode Island,865000,402,7,18,0,108,269,16102,4002,9788,2312,38.0,3554,41.5827282,-71.5064508
1962,SC,South Carolina,2436000,3012,247,172,0,468,2125,37835,12299,22696,2840,39.0,4374,33.62505,-80.9470381
1962,SD,South Dakota,721000,279,24,42,0,62,151,7680,1843,5160,677,40.0,286,44.2126995,-100.2471641
1962,TN,Tennessee,3634000,3767,220,241,0,1266,2040,46567,16772,24049,5746,41.0,8034,35.830521,-85.9785989
1962,TX,Texas,10116000,15516,730,937,0,3192,10657,201754,58017,126751,16986,42.0,14179,31.1693363,-100.0768425
1962,US,United States,185771000,301510,8530,17550,0,110860,164570,3450700,994300,2089600,366800,51.0,201763,0.0,0.0
1962,UT,Utah,967000,554,22,76,0,217,239,22005,4170,15804,2031,43.0,161,39.4997605,-111.547028
1962,VA,Virginia,4177000,7720,362,342,0,1070,5946,65949,18034,42551,5364,45.0,4473,38.0033855,-79.4587861
1962,VT,Vermont,390000,57,1,24,0,18,14,3944,1461,2133,350,44.0,1077,43.8717545,-72.4477828
1962,WA,Washington,3006000,1913,74,189,0,912,738,68238,14695,48212,5331,46.0,3272,38.8993487,-77.0145665
1962,WI,Wisconsin,4092000,1174,37,98,0,348,691,47038,8757,34041,4240,48.0,2638,44.7862968,-89.8267049
1962,WV,West Virginia,1773000,1146,66,75,0,273,732,12097,3837,6996,1264,47.0,1270,38.9201705,-80.1816905
1963,AK,Alaska,248000,272,16,37,0,55,164,4843,946,3010,887,1.0,375,61.3025006,-158.7750198
1963,AL,Alabama,3347000,6115,340,192,0,828,4755,38521,12614,22874,3033,0.0,4374,32.6010112,-86.6807365
1963,AR,Arkansas,1858000,1991,137,113,0,466,1275,19949,6087,12315,1547,3.0,3593,34.7519275,-92.1313784
1963,AZ,Arizona,1559000,3027,93,222,0,897,1815,49894,12944,31213,5737,2.0,5939,34.1682185,-111.930907
1963,CA,California,17590000,42419,673,3080,0,16458,22208,623709,175703,384289,63717,4.0,59014,37.2718745,-119.2704153
1963,CO,Colorado,1961000,2555,94,285,0,1340,836,49624,13149,30465,6010,5.0,5939,38.9979339,-105.550567
1963,CT,Connecticut,2666000,1192,47,88,0,366,691,40853,12553,23397,4903,6.0,1435,41.5187835,-72.757507
1963,DE,Delaware,476000,424,24,43,0,181,176,10892,3366,6559,967,7.0,2682,39.145251,-75.4189206
1963,FL,Florida,5652000,12150,463,398,0,4017,7272,145313,46604,89034,9675,9.0,22773,27.9757279,-83.8330166
1963,GA,Georgia,4140000,7019,390,396,0,1410,4823,62841,19400,34843,8598,10.0,5387,32.6781248,-83.2229757
1963,IA,Iowa,2780000,629,35,100,0,253,241,32155,7516,22374,2265,15.0,1581,41.9383166,-93.389798
1963,ID,Idaho,713000,362,18,39,0,87,218,13044,2405,9939,700,12.0,259,45.4945756,-114.1424303
1963,IL,Illinois,10182000,33627,523,1416,0,19193,12495,229605,55117,135634,38854,13.0,50431,39.739318,-89.504139
1963,KS,Kansas,2225000,1831,57,148,0,648,978,34704,8234,24068,2402,16.0,3238,38.4987789,-98.3200779
1963,KY,Kentucky,3095000,2849,172,166,0,1109,1402,41632,13508,24159,3965,17.0,3375,37.8222935,-85.7682399
1963,MA,Massachusetts,5218000,3454,101,236,0,1409,1708,86602,23121,44382,19099,21.0,2652,42.0629398,-71.718067
1963,MD,Maryland,3289000,5283,207,308,0,1721,3047,65169,15968,41387,7814,20.0,4205,38.8063524,-77.2684162
1963,ME,Maine,982000,306,19,36,0,64,187,11216,2972,7246,998,19.0,365,45.2185133,-69.0148656
1963,MI,Michigan,8116000,18478,283,1220,0,8393,8582,223075,58884,145863,18328,22.0,19441,44.9435598,-86.4158049
1963,MN,Minnesota,3500000,1983,41,91,0,1186,665,57409,14160,38075,5174,23.0,3463,46.4418595,-93.3655146
1963,MO,Missouri,4328000,8629,223,592,0,3788,4026,102415,28644,63370,10401,25.0,11361,38.3046615,-92.437099
1963,MS,Mississippi,2290000,1779,164,98,0,191,1326,13125,4259,7740,1126,24.0,1096,32.5851062,-89.8772196
1963,MT,Montana,707000,414,14,59,0,146,195,14835,3380,9722,1733,26.0,1949,46.6797995,-110.044783
1963,NC,North Carolina,4760000,10038,391,346,0,903,8398,51877,15948,30877,5052,32.0,5267,35.2145629,-79.8912675
1963,ND,North Dakota,634000,182,13,22,0,61,86,6408,1207,4590,611,33.0,156,47.4678819,-100.3022655
1963,NE,Nebraska,1460000,591,29,102,0,227,233,20302,4290,14181,1831,27.0,4162,41.5008195,-99.680902
1963,NJ,New Jersey,6470000,8849,181,561,0,3367,4740,114018,35993,61199,16826,30.0,10834,40.1430058,-74.7311156
1963,NM,New Mexico,1018000,1376,57,124,0,385,810,23283,6080,14841,2362,31.0,1865,34.1662325,-106.0260685
1963,NV,Nevada,368000,755,29,60,0,437,229,16137,4221,9441,2475,28.0,3554,38.502032,-117.0230604
1963,OH,Ohio,10173000,9086,306,617,0,4145,4018,168038,43898,109095,15045,34.0,33455,40.1903624,-82.6692525
1963,OK,Oklahoma,2487000,2808,129,200,0,997,1482,46008,13331,27904,4773,35.0,3092,35.3097654,-98.7165585
1963,PA,Pennsylvania,11424000,12678,268,930,0,4771,6709,128209,40089,69915,18205,37.0,13455,40.9945928,-77.6046984
1963,RI,Rhode Island,885000,500,12,20,0,153,315,17244,4765,10081,2398,38.0,6352,41.5827282,-71.5064508
1963,SC,South Carolina,2483000,4075,249,150,0,536,3140,41379,14288,23783,3308,39.0,2861,33.62505,-80.9470381
1963,SD,South Dakota,737000,278,9,39,0,78,152,7952,1818,5458,676,40.0,286,44.2126995,-100.2471641
1963,TN,Tennessee,3694000,3777,239,247,0,1048,2243,50681,19056,25503,6122,41.0,8388,35.830521,-85.9785989
1963,TX,Texas,10323000,17511,760,1008,0,3700,12043,214065,62867,133454,17744,42.0,16721,31.1693363,-100.0768425
1963,US,United States,188483000,316970,8640,17650,0,116470,174210,3792500,1086400,2297800,408300,51.0,201763,0.0,0.0
1963,UT,Utah,983000,598,24,77,0,225,272,22919,4916,16177,1826,43.0,3983,39.4997605,-111.547028
1963,VA,Virginia,4331000,8259,307,415,0,1267,6270,72678,19536,47339,5803,45.0,10602,38.0033855,-79.4587861
1963,VT,Vermont,390000,92,2,33,0,27,30,4242,1614,2167,461,44.0,164,43.8717545,-72.4477828
1963,WA,Washington,3050000,2034,76,196,0,914,848,71051,16134,49490,5427,46.0,8034,38.8993487,-77.0145665
1963,WI,Wisconsin,4061000,1312,70,115,0,393,734,53390,9584,38919,4887,48.0,3510,44.7862968,-89.8267049
1963,WV,West Virginia,1778000,1185,95,74,0,260,756,12503,4023,7164,1316,47.0,1761,38.9201705,-80.1816905
1963,WY,Wyoming,337000,213,12,21,0,72,108,6081,1163,4457,461,49.0,156,43.000325,-107.5545669
1964,AL,Alabama,3407000,7260,316,397,0,992,5555,46290,15898,26713,3679,0.0,5267,32.6010112,-86.6807365
1964,AR,Arkansas,1933000,2641,147,157,0,565,1772,23633,7135,14622,1876,3.0,1397,34.7519275,-92.1313784
1964,AZ,Arizona,1581000,3368,83,259,0,967,2059,54264,13726,35190,5348,2.0,3061,34.1682185,-111.930907
1964,CA,California,18084000,48026,740,3621,0,18667,24998,700630,196883,427960,75787,4.0,104734,37.2718745,-119.2704153
1964,CO,Colorado,1966000,3119,82,336,0,1323,1378,50528,13367,31829,5332,5.0,3061,38.9979339,-105.550567
1964,CT,Connecticut,2766000,1773,49,152,0,414,1158,48185,14713,27755,5717,6.0,3272,41.5187835,-72.757507
1964,DE,Delaware,491000,541,23,40,0,203,275,11801,3313,7211,1277,7.0,561,39.145251,-75.4189206
1964,FL,Florida,5705000,16539,489,589,0,4958,10503,175041,54959,108307,11775,9.0,15642,27.9757279,-83.8330166
1964,GA,Georgia,4294000,8285,503,529,0,1445,5808,70609,22706,37954,9949,10.0,4191,32.6781248,-83.2229757
1964,HI,Hawaii,701000,575,15,18,0,95,447,18984,5880,11301,1803,11.0,3593,20.46,-157.505
1964,IA,Iowa,2756000,1007,35,137,0,310,525,36376,8004,25733,2639,15.0,3238,41.9383166,-93.389798
1964,ID,Idaho,692000,537,28,41,0,71,397,12955,2285,10000,670,12.0,259,45.4945756,-114.1424303
1964,IL,Illinois,10489000,36916,572,1569,0,19123,15652,244754,57416,144783,42555,13.0,50431,39.739318,-89.504139
1964,KS,Kansas,2225000,2573,75,246,0,623,1629,41345,9626,28613,3106,16.0,5035,38.4987789,-98.3200779
1964,KY,Kentucky,3159000,3486,164,254,0,1140,1928,46527,14571,27430,4526,17.0,5599,37.8222935,-85.7682399
1964,LA,Louisiana,3468000,7140,287,384,0,1849,4620,56006,16730,31267,8009,18.0,4205,30.9733766,-91.4299097
1964,MA,Massachusetts,5338000,4559,105,320,0,1636,2498,101540,28278,49129,24133,21.0,8531,42.0629398,-71.718067
1964,ME,Maine,989000,506,15,77,0,75,339,13361,3688,8573,1100,19.0,1641,45.2185133,-69.0148656
1964,MI,Michigan,8098000,21153,284,1603,0,9155,10111,237109,63956,151910,21243,22.0,34128,44.9435598,-86.4158049
1964,MN,Minnesota,3521000,2601,51,157,0,1285,1108,67797,18833,42580,6384,23.0,10232,46.4418595,-93.3655146
1964,MO,Missouri,4409000,9553,240,661,0,3955,4697,118456,33051,73963,11442,25.0,10787,38.3046615,-92.437099
1964,MS,Mississippi,2314000,4118,233,217,0,476,3192,17786,6157,10359,1270,24.0,2864,32.5851062,-89.8772196
1964,MT,Montana,705000,564,19,53,0,110,382,14263,3328,9519,1416,26.0,2755,46.6797995,-110.044783
1964,NC,North Carolina,4852000,12345,390,464,0,1099,10392,60397,19369,35554,5474,32.0,8914,35.2145629,-79.8912675
1964,ND,North Dakota,645000,229,6,45,0,56,122,6817,1546,4687,584,33.0,231,47.4678819,-100.3022655
1964,NE,Nebraska,1480000,776,34,85,0,306,351,22929,4832,15895,2202,27.0,6352,41.5008195,-99.680902
1964,NH,New Hampshire,654000,149,6,25,0,43,75,6173,1827,3797,549,29.0,1245,44.0012306,-71.5799231
1964,NJ,New Jersey,6682000,10456,207,609,0,3812,5828,127138,40143,68072,18923,30.0,13455,40.1430058,-74.7311156
1964,NM,New Mexico,1008000,1613,56,124,0,476,957,25303,6782,16108,2413,31.0,1397,34.1662325,-106.0260685
1964,NV,Nevada,408000,983,32,54,0,448,449,16381,4416,9856,2109,28.0,2682,38.502032,-117.0230604
1964,OH,Ohio,10100000,11582,350,721,0,4663,5848,187354,47100,121729,18525,34.0,16937,40.1903624,-82.6692525
1964,OK,Oklahoma,2465000,3609,110,269,0,1055,2175,49743,14793,30000,4950,35.0,5599,35.3097654,-98.7165585
1964,PA,Pennsylvania,11459000,14162,384,1061,0,5111,7606,142616,44235,76983,21398,37.0,15216,40.9945928,-77.6046984
1964,RI,Rhode Island,914000,578,11,25,0,162,380,20979,5880,12155,2944,38.0,3499,41.5827282,-71.5064508
1964,SC,South Carolina,2555000,4240,206,271,0,659,3104,48199,15874,27982,4343,39.0,5267,33.62505,-80.9470381
1964,SD,South Dakota,715000,408,9,39,0,59,301,8310,1870,5837,603,40.0,1245,44.2126995,-100.2471641
1964,TN,Tennessee,3798000,4505,225,336,0,1148,2796,55183,21321,27186,6676,41.0,6449,35.830521,-85.9785989
1964,TX,Texas,10397000,19769,785,1176,0,4479,13329,240932,68170,151736,21026,42.0,17064,31.1693363,-100.0768425
1964,US,United States,191141000,364220,9360,21420,0,130390,203050,4200400,1213200,2514400,472800,51.0,201763,0.0,0.0
1964,UT,Utah,992000,888,15,100,0,263,510,24149,5233,16906,2010,43.0,5725,39.4997605,-111.547028
1964,VA,Virginia,4378000,10561,367,506,0,1517,8171,85191,23553,54711,6927,45.0,16563,38.0033855,-79.4587861
1964,VT,Vermont,409000,89,2,24,0,13,50,3438,1064,1968,406,44.0,156,43.8717545,-72.4477828
1964,WA,Washington,2984000,2761,72,229,0,850,1610,78676,17914,55011,5751,46.0,8499,38.8993487,-77.0145665
1964,WI,Wisconsin,4107000,1762,60,124,0,451,1127,63348,11725,45756,5867,48.0,3355,44.7862968,-89.8267049
1964,WV,West Virginia,1797000,1359,67,89,0,303,900,13603,4818,7375,1410,47.0,2116,38.9201705,-80.1816905
1965,AK,Alaska,253000,377,16,45,0,101,215,6210,1403,3777,1030,1.0,1431,61.3025006,-158.7750198
1965,AL,Alabama,3462000,6916,395,367,0,992,5162,48215,16398,28115,3702,0.0,5267,32.6010112,-86.6807365
1965,AR,Arkansas,1960000,2662,115,203,0,465,1879,22313,6344,14254,1715,3.0,1422,34.7519275,-92.1313784
1965,CA,California,18602000,52490,880,3948,0,21081,26581,750997,225007,444217,81773,4.0,104734,37.2718745,-119.2704153
1965,CO,Colorado,1969000,3007,69,318,0,1073,1547,50245,12817,32532,4896,5.0,1435,38.9979339,-105.550567
1965,DC,District of Columbia,803000,5804,148,140,0,2881,2635,28081,9886,12576,5619,8.0,5112,38.8993487,-77.0145666
1965,FL,Florida,5805000,17386,518,771,0,5146,10951,175351,55556,107733,12062,9.0,15642,27.9757279,-83.8330166
1965,GA,Georgia,4357000,8777,491,586,0,1297,6403,68094,21236,38428,8430,10.0,12448,32.6781248,-83.2229757
1965,IA,Iowa,2760000,1067,36,123,0,354,554,37507,8398,26220,2889,15.0,1865,41.9383166,-93.389798
1965,IL,Illinois,10644000,34345,551,1706,0,17535,14553,236638,58566,137634,40438,13.0,35720,39.739318,-89.504139
1965,IN,Indiana,4885000,6695,173,516,0,2802,3204,99334,27178,60113,12043,14.0,17022,39.7662195,-86.441277
1965,KS,Kansas,2234000,2392,60,204,0,537,1591,42070,10443,28886,2741,16.0,2761,38.4987789,-98.3200779
1965,KY,Kentucky,3179000,3463,168,209,0,1167,1919,47074,14140,28112,4822,17.0,3463,37.8222935,-85.7682399
